from,to,weight,pval,padj,direction,padj_sig,Group,Cohort
hearts of palm,Relative.Activity,-0.02529340937220126,0.46153846153846156,0.47734006364534187,neg,NS,CD,IBD_200
hemp seed,Relative.Activity,0.08135950898943803,0.23476523476523475,0.2799420973763079,pos,NS,CD,IBD_200
herring,Relative.Activity,0.2715425392191079,0.01098901098901099,0.053470019912972934,pos,NS,CD,IBD_200
honey,Relative.Activity,0.1307224865877833,0.0989010989010989,0.19973063148550615,pos,NS,CD,IBD_200
insect,Relative.Activity,-0.013846849167213099,0.5194805194805194,0.5223625195885945,neg,NS,CD,IBD_200
kale,Relative.Activity,0.1697594361488335,0.061938061938061936,0.166933438308903,pos,NS,CD,IBD_200
kiwi,Relative.Activity,-0.026863455799049946,0.4405594405594406,0.46156877804276647,neg,NS,CD,IBD_200
kumquat,Relative.Activity,0.1392306275804029,0.08291708291708291,0.1794474182533884,pos,NS,CD,IBD_200
lamb,Relative.Activity,0.21156387698526488,0.03996003996003996,0.12541570983129424,pos,NS,CD,IBD_200
langostino,Relative.Activity,0.1168826524033656,0.14585414585414586,0.2235607943853187,pos,NS,CD,IBD_200
lavender,Relative.Activity,0.0258761684061026,0.2597402597402597,0.30129870129870123,pos,NS,CD,IBD_200
lemon,Relative.Activity,0.23454517072815992,0.008991008991008992,0.047580157069208165,pos,SIG,CD,IBD_200
lentil,Relative.Activity,0.2367356587069431,0.016983016983016984,0.06549301762067719,pos,NS,CD,IBD_200
lettuce,Relative.Activity,0.2118793035528294,0.015984015984015984,0.06332465348858791,pos,NS,CD,IBD_200
lime,Relative.Activity,0.1435545770286988,0.07892107892107893,0.17391423166499154,pos,NS,CD,IBD_200
lizard,Relative.Activity,0.1661112327535333,0.08491508491508491,0.1816030577092524,pos,NS,CD,IBD_200
mackerel,Relative.Activity,0.2893870801254964,0.015984015984015984,0.06332465348858791,pos,NS,CD,IBD_200
mandarin,Relative.Activity,0.21834521230037893,0.017982017982017984,0.06861559493138442,pos,NS,CD,IBD_200
mango,Relative.Activity,0.22156844234382525,0.012987012987012988,0.05812089145422479,pos,NS,CD,IBD_200
meat_undetermined,Relative.Activity,0.16604661325105607,0.07692307692307693,0.17373592139947283,pos,NS,CD,IBD_200
melon,Relative.Activity,0.19314391168836176,0.026973026973026972,0.09356672036097873,pos,NS,CD,IBD_200
milk,Relative.Activity,0.2543447116667042,0.008991008991008992,0.047580157069208165,pos,SIG,CD,IBD_200
milk_cow,Relative.Activity,0.25468291395312137,0.007992007992007992,0.04491632398609143,pos,SIG,CD,IBD_200
milk_goat,Relative.Activity,0.15778575027606134,0.060939060939060936,0.16547123288696322,pos,NS,CD,IBD_200
mint,Relative.Activity,0.146519337074622,0.055944055944055944,0.1606370283413085,pos,NS,CD,IBD_200
mouse,Relative.Activity,0.28101570098360934,0.01098901098901099,0.053470019912972934,pos,NS,CD,IBD_200
mushroom,Relative.Activity,0.12376467687848643,0.13286713286713286,0.22333127258180793,pos,NS,CD,IBD_200
oat,Relative.Activity,0.2927247778575739,0.008991008991008992,0.047580157069208165,pos,SIG,CD,IBD_200
onion,Relative.Activity,0.24705447021484456,0.013986013986013986,0.06035631035631036,pos,NS,CD,IBD_200
orange,Relative.Activity,0.2829034678169263,0.004995004995004995,0.031490248881553225,pos,SIG,CD,IBD_200
oregano,Relative.Activity,0.14468592770396516,0.07192807192807193,0.16821887789629728,pos,NS,CD,IBD_200
parsley,Relative.Activity,0.16804222244829758,0.06993006993006994,0.16821887789629728,pos,NS,CD,IBD_200
passionfruit,Relative.Activity,0.15644991876106554,0.06793206793206794,0.16821887789629728,pos,NS,CD,IBD_200
pea,Relative.Activity,0.18155536895721947,0.03996003996003996,0.12541570983129424,pos,NS,CD,IBD_200
peach,Relative.Activity,0.12409674528237402,0.08791208791208792,0.1847006861333509,pos,NS,CD,IBD_200
peanut,Relative.Activity,0.2433704092715251,0.012987012987012988,0.05812089145422479,pos,NS,CD,IBD_200
pear,Relative.Activity,0.1554533779954205,0.07792207792207792,0.17382617382617382,pos,NS,CD,IBD_200
pecan,Relative.Activity,-0.013846849167213099,0.5194805194805194,0.5223625195885945,neg,NS,CD,IBD_200
pepper,Relative.Activity,0.27046730610431985,0.01098901098901099,0.053470019912972934,pos,NS,CD,IBD_200
pig,Relative.Activity,0.27758804645540613,0.011988011988011988,0.056437069424082414,pos,NS,CD,IBD_200
pine nut,Relative.Activity,0.1604581524638903,0.08391608391608392,0.18053163453756924,pos,NS,CD,IBD_200
pineapple,Relative.Activity,-0.025614477394470564,0.4565434565434565,0.4742034469828166,neg,NS,CD,IBD_200
plantain,Relative.Activity,0.11426044543348254,0.057942057942057944,0.1621930193358765,pos,NS,CD,IBD_200
pomelo,Relative.Activity,0.1564000477418964,0.03796203796203796,0.1207126207126207,pos,NS,CD,IBD_200
poppy seed,Relative.Activity,0.06215237363296424,0.23076923076923078,0.2760853008377761,pos,NS,CD,IBD_200
potato,Relative.Activity,-0.02368528201869992,0.2597402597402597,0.30129870129870123,neg,NS,CD,IBD_200
quinoa,Relative.Activity,0.2542240910726184,0.012987012987012988,0.05812089145422479,pos,NS,CD,IBD_200
rabbit,Relative.Activity,-0.013846849167213099,0.5194805194805194,0.5223625195885945,neg,NS,CD,IBD_200
radish,Relative.Activity,0.004083406661585368,0.43956043956043955,0.4611885943289706,pos,NS,CD,IBD_200
raspberry,Relative.Activity,0.17795659543968614,0.06393606393606394,0.16821887789629728,pos,NS,CD,IBD_200
